"GISJOIN","YEAR","STATE","COUNTY","full_owners","part_owners","managers","tenants"
"G4800450",1940,"Texas","Briscoe",174,120,2,220
"G4800470",1940,"Texas","Brooks",173,68,4,152
"G4800490",1940,"Texas","Brown",968,307,13,831
"G4800510",1940,"Texas","Burleson",872,303,7,1341
"G4800530",1940,"Texas","Burnet",548,106,13,627
"G4800550",1940,"Texas","Caldwell",663,179,6,1016
"G4800570",1940,"Texas","Calhoun",84,59,6,204
"G4800590",1940,"Texas","Callahan",584,214,5,632
"G4800610",1940,"Texas","Cameron",871,555,72,1745
"G4800630",1940,"Texas","Camp",572,115,0,668
"G4800650",1940,"Texas","Carson",135,130,9,219
"G4800670",1940,"Texas","Cass",1935,345,3,2121
"G4800690",1940,"Texas","Castro",233,177,10,283
"G4800710",1940,"Texas","Chambers",144,84,2,138
"G4800730",1940,"Texas","Cherokee",2175,376,10,2573
"G4800750",1940,"Texas","Childress",263,155,12,474
"G4800770",1940,"Texas","Clay",572,253,24,672
"G4800790",1940,"Texas","Cochran",96,70,12,253
"G4800810",1940,"Texas","Coke",326,70,18,342
"G4800830",1940,"Texas","Coleman",731,272,13,1033
"G4800850",1940,"Texas","Collin",1417,407,13,2934
"G4800870",1940,"Texas","Collingsworth",376,181,18,783
"G4800890",1940,"Texas","Colorado",871,199,6,1151
"G4800910",1940,"Texas","Comal",440,69,11,212
"G4800930",1940,"Texas","Comanche",1332,334,5,1240
"G4800950",1940,"Texas","Concho",405,78,9,235
"G4800970",1940,"Texas","Cooke",856,353,7,1314
"G4800990",1940,"Texas","Coryell",1095,224,8,1376
"G4801010",1940,"Texas","Cottle",223,101,11,365
"G4801030",1940,"Texas","Crane",7,5,1,21
"G4801050",1940,"Texas","Crockett",34,25,12,66
"G4801070",1940,"Texas","Crosby",471,89,10,718
"G4801090",1940,"Texas","Culberson",33,13,15,20
"G4801110",1940,"Texas","Dallam",121,80,10,262
"G4801130",1940,"Texas","Dallas",1537,389,51,1533
"G4801150",1940,"Texas","Dawson",683,180,19,845
"G4801170",1940,"Texas","Deaf Smith",334,188,17,315
"G4801190",1940,"Texas","Delta",433,160,2,1101
"G4801210",1940,"Texas","Denton",1316,260,32,1732
"G4801230",1940,"Texas","DeWitt",1303,264,12,1722
"G4801250",1940,"Texas","Dickens",396,83,6,435
"G4801270",1940,"Texas","Dimmit",134,91,17,200
"G4801290",1940,"Texas","Donley",251,111,23,492
"G4801310",1940,"Texas","Duval",467,90,19,675
"G4801330",1940,"Texas","Eastland",984,348,10,990
"G4801350",1940,"Texas","Ector",22,8,4,18
"G4801370",1940,"Texas","Edwards",154,27,11,80
"G4801390",1940,"Texas","Ellis",1111,375,36,2436
"G4801410",1940,"Texas","El Paso",640,156,35,244
"G4801430",1940,"Texas","Erath",1229,242,21,1126
"G4801450",1940,"Texas","Falls",985,324,15,2509
"G4801470",1940,"Texas","Fannin",1447,405,16,2770
"G4801490",1940,"Texas","Fayette",2011,375,3,2405
"G4801510",1940,"Texas","Fisher",568,170,5,744
"G4801530",1940,"Texas","Floyd",447,242,5,623
"G4801550",1940,"Texas","Foard",233,97,4,227
"G4801570",1940,"Texas","Fort Bend",841,325,22,2456
"G4801590",1940,"Texas","Franklin",554,144,2,610
"G4801610",1940,"Texas","Freestone",987,294,4,1476
"G4801630",1940,"Texas","Frio",217,88,11,397
"G4801650",1940,"Texas","Gaines",148,104,4,214
"G4801670",1940,"Texas","Galveston",476,155,4,274
"G4801690",1940,"Texas","Garza",257,65,1,398
"G4801710",1940,"Texas","Gillespie",900,213,11,283
"G4801730",1940,"Texas","Glasscock",38,44,7,59
"G4801750",1940,"Texas","Goliad",420,149,6,658
"G4801770",1940,"Texas","Gonzales",1524,322,11,1730
"G4801790",1940,"Texas","Gray",206,106,18,333
"G4801810",1940,"Texas","Grayson",1356,488,10,2442
"G4801830",1940,"Texas","Gregg",644,100,4,589
"G4801850",1940,"Texas","Grimes",846,258,3,1411
"G4801870",1940,"Texas","Guadalupe",1134,247,3,1373
"G4801890",1940,"Texas","Hale",574,293,17,744
"G4801910",1940,"Texas","Hall",302,129,11,676
"G4801930",1940,"Texas","Hamilton",849,194,6,848
"G4801950",1940,"Texas","Hansford",94,108,3,130
"G4801970",1940,"Texas","Hardeman",311,146,7,566
"G4801990",1940,"Texas","Hardin",756,61,2,406
"G4802010",1940,"Texas","Harris",4350,497,35,2067
"G4802030",1940,"Texas","Harrison",1845,323,1,3137
"G4802050",1940,"Texas","Hartley",45,55,4,103
"G4802070",1940,"Texas","Haskell",669,176,16,1078
"G4802090",1940,"Texas","Hays",535,78,16,604
"G4802110",1940,"Texas","Hemphill",113,88,6,142
"G4802130",1940,"Texas","Henderson",1514,393,10,2032
"G4802150",1940,"Texas","Hidalgo",2119,663,643,1669
"G4802170",1940,"Texas","Hill",1241,333,20,2360
"G4802190",1940,"Texas","Hockley",458,213,8,827
"G4802210",1940,"Texas","Hood",455,122,11,476
"G4802230",1940,"Texas","Hopkins",1611,577,6,2130
"G4802250",1940,"Texas","Houston",1867,282,8,2236
"G4802270",1940,"Texas","Howard",291,101,15,395
"G4802290",1940,"Texas","Hudspeth",53,31,9,47
"G4802310",1940,"Texas","Hunt",1267,412,18,2765
"G4802330",1940,"Texas","Hutchinson",51,46,7,79
"G4802350",1940,"Texas","Irion",49,31,6,63
"G4802370",1940,"Texas","Jack",522,241,4,437
"G4802390",1940,"Texas","Jackson",327,176,7,748
"G4802410",1940,"Texas","Jasper",1201,109,2,393
"G4802430",1940,"Texas","Jeff Davis",50,29,6,19
"G4802450",1940,"Texas","Jefferson",1591,152,17,627
"G4802470",1940,"Texas","Jim Hogg",88,22,6,80
"G4802490",1940,"Texas","Jim Wells",430,182,7,615
"G4802510",1940,"Texas","Johnson",1256,205,22,1438
"G4802530",1940,"Texas","Jones",671,217,6,1285
"G4802550",1940,"Texas","Karnes",734,212,7,1145
"G4802570",1940,"Texas","Kaufman",873,266,25,2106
"G4802590",1940,"Texas","Kendall",465,93,10,171
"G4802610",1940,"Texas","Kenedy",3,4,0,1
"G4802630",1940,"Texas","Kent",177,49,3,225
"G4802650",1940,"Texas","Kerr",458,68,25,178
"G4802670",1940,"Texas","Kimble",270,33,17,123
"G4802690",1940,"Texas","King",39,6,9,56
"G4802710",1940,"Texas","Kinney",64,20,14,29
"G4802730",1940,"Texas","Kleberg",90,88,3,190
"G4802750",1940,"Texas","Knox",362,146,6,466
"G4802770",1940,"Texas","Lamar",1281,420,9,2466
"G4802790",1940,"Texas","Lamb",931,299,27,910
"G4802810",1940,"Texas","Lampasas",531,85,6,442
"G4802830",1940,"Texas","La Salle",100,93,4,256
"G4802850",1940,"Texas","Lavaca",1700,316,2,2179
"G4802870",1940,"Texas","Lee",871,156,1,1046
"G4802890",1940,"Texas","Leon",994,266,5,1495
"G4802910",1940,"Texas","Liberty",969,188,12,792
"G4802930",1940,"Texas","Limestone",975,345,9,2098
"G4802950",1940,"Texas","Lipscomb",154,132,1,192
"G4802970",1940,"Texas","Live Oak",351,173,9,482
"G4802990",1940,"Texas","Llano",383,76,9,198
"G4803010",1940,"Texas","Loving",4,3,1,3
"G4803030",1940,"Texas","Lubbock",866,209,34,1010
"G4803050",1940,"Texas","Lynn",518,163,2,788
"G4803070",1940,"Texas","McCulloch",541,107,13,437
"G4803090",1940,"Texas","McLennan",1540,354,33,2518
"G4803110",1940,"Texas","McMullen",55,48,5,54
"G4803130",1940,"Texas","Madison",708,117,4,845
"G4803150",1940,"Texas","Marion",556,50,0,680
"G4803170",1940,"Texas","Martin",276,93,4,406
"G4803190",1940,"Texas","Mason",424,111,4,175
"G4803210",1940,"Texas","Matagorda",441,263,14,896
"G4803230",1940,"Texas","Maverick",99,86,4,83
"G4803250",1940,"Texas","Medina",670,410,10,629
"G4803270",1940,"Texas","Menard",205,51,12,112
"G4803290",1940,"Texas","Midland",136,53,14,183
"G4803310",1940,"Texas","Milam",1237,352,18,2288
"G4803330",1940,"Texas","Mills",656,125,11,572
"G4803350",1940,"Texas","Mitchell",388,112,15,604
"G4803370",1940,"Texas","Montague",928,211,13,1012
"G4803390",1940,"Texas","Montgomery",1385,94,14,803
"G4803410",1940,"Texas","Moore",61,35,3,79
"G4803430",1940,"Texas","Morris",415,79,1,715
"G4803450",1940,"Texas","Motley",211,94,3,282
"G4803470",1940,"Texas","Nacogdoches",1578,264,10,1752
"G4803490",1940,"Texas","Navarro",1062,360,17,2771
"G4803510",1940,"Texas","Newton",1113,96,2,354
"G4803530",1940,"Texas","Nolan",372,123,13,440
"G4803550",1940,"Texas","Nueces",468,216,21,752
"G4803570",1940,"Texas","Ochiltree",156,158,7,207
"G4803590",1940,"Texas","Oldham",59,30,4,84
"G4803610",1940,"Texas","Orange",820,58,7,256
"G4803630",1940,"Texas","Palo Pinto",613,191,21,500
"G4803650",1940,"Texas","Panola",1282,297,4,1654
"G4803670",1940,"Texas","Parker",1284,265,24,908
"G4803690",1940,"Texas","Parmer",230,261,4,420
"G4803710",1940,"Texas","Pecos",97,68,16,145
"G4803730",1940,"Texas","Polk",1157,82,5,830
"G4803750",1940,"Texas","Potter",161,29,8,104
"G4803770",1940,"Texas","Presidio",171,37,10,272
"G4803790",1940,"Texas","Rains",337,185,4,606
"G4803810",1940,"Texas","Randall",254,166,2,238
"G4803830",1940,"Texas","Reagan",5,30,1,40
"G4803850",1940,"Texas","Real",170,32,5,93
"G4803870",1940,"Texas","Red River",1158,371,10,2187
"G4803890",1940,"Texas","Reeves",94,46,19,118
"G4803910",1940,"Texas","Refugio",112,40,22,222
"G4803930",1940,"Texas","Roberts",63,39,6,46
"G4803950",1940,"Texas","Robertson",960,167,14,1693
"G4803970",1940,"Texas","Rockwall",167,114,3,383
"G4803990",1940,"Texas","Runnels",852,208,10,1033
"G4804010",1940,"Texas","Rusk",1929,384,1,1966
"G4804030",1940,"Texas","Sabine",836,92,0,670
"G4804050",1940,"Texas","San Augustine",909,150,2,1101
"G4804070",1940,"Texas","San Jacinto",618,188,2,739
"G4804090",1940,"Texas","San Patricio",366,140,26,557
"G4804110",1940,"Texas","San Saba",610,129,19,518
"G4804130",1940,"Texas","Schleicher",118,39,11,118
"G4804150",1940,"Texas","Scurry",550,146,7,743
"G4804170",1940,"Texas","Shackelford",204,59,15,182
"G4804190",1940,"Texas","Shelby",2132,268,8,2544
"G4804210",1940,"Texas","Sherman",77,111,2,121
"G4804230",1940,"Texas","Smith",2225,494,15,2572
"G4804250",1940,"Texas","Somervell",166,33,7,228
"G4804270",1940,"Texas","Starr",569,134,1,212
"G4804290",1940,"Texas","Stephens",402,158,4,246
"G4804310",1940,"Texas","Sterling",53,30,4,30
"G4804330",1940,"Texas","Stonewall",283,95,11,365
"G4804350",1940,"Texas","Sutton",87,21,3,55
"G4804370",1940,"Texas","Swisher",403,173,15,444
"G4804390",1940,"Texas","Tarrant",1968,253,69,1332
"G4804410",1940,"Texas","Taylor",732,237,15,887
"G4804430",1940,"Texas","Terrell",38,21,9,68
"G4804450",1940,"Texas","Terry",368,167,12,758
"G4804470",1940,"Texas","Throckmorton",244,103,7,218
"G4804490",1940,"Texas","Titus",957,147,3,1039
"G4804510",1940,"Texas","Tom Green",679,124,30,575
"G4804530",1940,"Texas","Travis",1052,205,34,1356
"G4804550",1940,"Texas","Trinity",815,81,3,716
"G4804570",1940,"Texas","Tyler",973,73,2,474
"G4804590",1940,"Texas","Upshur",1450,336,3,1623
"G4804610",1940,"Texas","Upton",16,13,12,36
"G4804630",1940,"Texas","Uvalde",378,96,17,264
"G4804650",1940,"Texas","Val Verde",184,31,10,84
"G4804670",1940,"Texas","Van Zandt",1817,448,3,2113
"G4804690",1940,"Texas","Victoria",580,219,9,838
"G4804710",1940,"Texas","Walker",829,133,8,904
"G4804730",1940,"Texas","Waller",584,233,8,659
"G4804750",1940,"Texas","Ward",47,48,3,71
"G4804770",1940,"Texas","Washington",1439,192,0,2281
"G4804790",1940,"Texas","Webb",218,34,23,152
"G4804810",1940,"Texas","Wharton",928,333,12,2473
"G4804830",1940,"Texas","Wheeler",420,163,3,680
"G4804850",1940,"Texas","Wichita",525,113,11,680
"G4804870",1940,"Texas","Wilbarger",374,164,9,753
"G4804890",1940,"Texas","Willacy",242,211,9,517
"G4804910",1940,"Texas","Williamson",1297,259,14,2384
"G4804930",1940,"Texas","Wilson",929,214,4,945
"G4804950",1940,"Texas","Winkler",5,7,2,11
"G4804970",1940,"Texas","Wise",1092,251,19,1128
"G4804990",1940,"Texas","Wood",1495,305,6,1480
"G4805010",1940,"Texas","Yoakum",42,59,2,157
"G4805030",1940,"Texas","Young",607,236,12,594
"G4805050",1940,"Texas","Zapata",234,41,1,53
"G4805070",1940,"Texas","Zavala",117,70,13,116
"G4900010",1940,"Utah","Beaver",188,70,0,71
"G4900030",1940,"Utah","Box Elder",1200,332,14,259
"G4900050",1940,"Utah","Cache",1460,574,4,215
"G4900070",1940,"Utah","Carbon",336,40,3,75
"G4900090",1940,"Utah","Daggett",43,13,0,12
"G4900110",1940,"Utah","Davis",976,270,7,221
"G4900130",1940,"Utah","Duchesne",647,246,0,211
"G4900150",1940,"Utah","Emery",573,138,1,110
"G4900170",1940,"Utah","Garfield",309,68,0,39
"G4900190",1940,"Utah","Grand",102,18,6,29
"G4900210",1940,"Utah","Iron",390,118,4,38
"G4900230",1940,"Utah","Juab",233,115,4,43
"G4900250",1940,"Utah","Kane",149,51,1,9
"G4900270",1940,"Utah","Millard",700,164,6,97
"G4900290",1940,"Utah","Morgan",183,32,2,30
"G4900310",1940,"Utah","Piute",151,34,0,30
"G4900330",1940,"Utah","Rich",177,50,1,21
"G4900350",1940,"Utah","Salt Lake",1949,264,15,287
"G4900370",1940,"Utah","San Juan",564,64,1,46
"G4900390",1940,"Utah","Sanpete",834,341,1,250
"G4900410",1940,"Utah","Sevier",570,218,8,163
"G4900430",1940,"Utah","Summit",399,52,5,57
"G4900450",1940,"Utah","Tooele",262,45,2,59
"G4900470",1940,"Utah","Uintah",682,209,2,230
"G4900490",1940,"Utah","Utah",2131,523,16,385
"G4900510",1940,"Utah","Wasatch",282,105,4,40
"G4900530",1940,"Utah","Washington",475,148,1,57
"G4900550",1940,"Utah","Wayne",222,17,1,19
"G4900570",1940,"Utah","Weber",1123,277,20,273
"G5000010",1940,"Vermont","Addison",1504,216,13,218
"G5000030",1940,"Vermont","Bennington",759,58,17,71
"G5000050",1940,"Vermont","Caledonia",1635,144,22,176
"G5000070",1940,"Vermont","Chittenden",1354,92,39,157
"G5000090",1940,"Vermont","Essex",511,30,4,56
"G5000110",1940,"Vermont","Franklin",1655,77,54,371
"G5000130",1940,"Vermont","Grand Isle",267,54,10,116
"G5000150",1940,"Vermont","Lamoille",1062,41,11,81
"G5000170",1940,"Vermont","Orange",1796,164,11,180
"G5000190",1940,"Vermont","Orleans",1929,78,46,134
"G5000210",1940,"Vermont","Rutland",1497,178,17,242
"G5000230",1940,"Vermont","Washington",1768,124,8,186
"G5000250",1940,"Vermont","Windham",1328,164,14,140
"G5000270",1940,"Vermont","Windsor",2277,190,20,216
"G5100010",1940,"Virginia","Accomack",810,138,16,1219
"G5100030",1940,"Virginia","Albemarle",1987,131,62,411
"G5100050",1940,"Virginia","Alleghany",386,23,5,112
"G5100070",1940,"Virginia","Amelia",1025,127,4,331
"G5100090",1940,"Virginia","Amherst",1220,164,8,829
"G5100110",1940,"Virginia","Appomattox",742,80,1,499
"G5100130",1940,"Virginia","Arlington",22,0,1,4
"G5100150",1940,"Virginia","Augusta",2832,224,65,598
"G5100170",1940,"Virginia","Bath",658,27,20,181
"G5100190",1940,"Virginia","Bedford",2788,237,19,1061
"G5100210",1940,"Virginia","Bland",688,31,0,199
"G5100230",1940,"Virginia","Botetourt",1307,96,8,289
"G5100250",1940,"Virginia","Brunswick",1390,192,7,946
"G5100270",1940,"Virginia","Buchanan",1753,81,1,585
"G5100290",1940,"Virginia","Buckingham",1248,192,3,429
"G5100310",1940,"Virginia","Campbell",1667,167,7,804
"G5100330",1940,"Virginia","Caroline",1185,239,4,372
"G5100350",1940,"Virginia","Carroll",3239,301,9,456
"G5100360",1940,"Virginia","Charles City",295,32,3,38
"G5100370",1940,"Virginia","Charlotte",1111,173,6,1145
"G5100410",1940,"Virginia","Chesterfield",1368,74,10,265
"G5100430",1940,"Virginia","Clarke",320,10,46,191
"G5100450",1940,"Virginia","Craig",421,37,3,82
"G5100470",1940,"Virginia","Culpeper",934,105,26,165
"G5100490",1940,"Virginia","Cumberland",933,148,0,366
"G5100510",1940,"Virginia","Dickenson",1568,76,0,537
"G5100530",1940,"Virginia","Dinwiddie",1049,214,4,567
"G5100550",1940,"Virginia","Elizabeth City",213,23,4,27
"G5100570",1940,"Virginia","Essex",677,97,4,178
"G5100590",1940,"Virginia","Fairfax",1209,88,36,151
"G5100610",1940,"Virginia","Fauquier",1586,132,98,367
"G5100630",1940,"Virginia","Floyd",1825,134,2,320
"G5100650",1940,"Virginia","Fluvanna",867,141,3,146
"G5100670",1940,"Virginia","Franklin",2487,261,7,1112
"G5100690",1940,"Virginia","Frederick",1249,38,57,330
"G5100710",1940,"Virginia","Giles",882,112,2,343
"G5100730",1940,"Virginia","Gloucester",927,251,5,70
"G5100750",1940,"Virginia","Goochland",1058,128,10,162
"G5100770",1940,"Virginia","Grayson",2242,261,2,432
"G5100790",1940,"Virginia","Greene",587,24,3,214
"G5100810",1940,"Virginia","Greensville",513,79,2,512
"G5100830",1940,"Virginia","Halifax",2070,303,4,3509
"G5100850",1940,"Virginia","Hanover",1449,169,10,318
"G5100870",1940,"Virginia","Henrico",851,62,17,140
"G5100890",1940,"Virginia","Henry",1508,91,4,626
"G5100910",1940,"Virginia","Highland",560,46,5,56
"G5100930",1940,"Virginia","Isle Of Wight",525,114,6,603
"G5100950",1940,"Virginia","James City",218,63,7,38
"G5100970",1940,"Virginia","King And Queen",830,142,0,230
"G5100990",1940,"Virginia","King George",635,68,5,136
"G5101010",1940,"Virginia","King William",444,135,8,110
"G5101030",1940,"Virginia","Lancaster",512,110,1,77
"G5101050",1940,"Virginia","Lee",2257,307,2,1005
"G5101070",1940,"Virginia","Loudoun",1184,86,63,383
"G5101090",1940,"Virginia","Louisa",1703,215,7,331
"G5101110",1940,"Virginia","Lunenburg",1165,117,0,666
"G5101130",1940,"Virginia","Madison",937,59,2,204
"G5101150",1940,"Virginia","Mathews",601,125,2,38
"G5101170",1940,"Virginia","Mecklenburg",1790,176,2,2335
"G5101190",1940,"Virginia","Middlesex",732,151,7,81
"G5101210",1940,"Virginia","Montgomery",1140,207,8,315
"G5101230",1940,"Virginia","Nansemond",716,128,10,707
"G5101250",1940,"Virginia","Nelson",1129,203,14,483
"G5101270",1940,"Virginia","New Kent",239,60,7,56
"G5101290",1940,"Virginia","Norfolk",667,148,11,281
"G5101310",1940,"Virginia","Northampton",314,74,7,382
"G5101330",1940,"Virginia","Northumberland",878,180,4,121
"G5101350",1940,"Virginia","Nottoway",1058,85,2,450
"G5101370",1940,"Virginia","Orange",1074,104,21,154
"G5101390",1940,"Virginia","Page",1130,79,3,115
"G5101410",1940,"Virginia","Patrick",1932,186,7,880
"G5101430",1940,"Virginia","Pittsylvania",2689,195,14,4034
"G5101450",1940,"Virginia","Powhatan",597,80,5,147
"G5101470",1940,"Virginia","Prince Edward",1047,166,2,474
"G5101490",1940,"Virginia","Prince George",524,88,5,252
"G5101510",1940,"Virginia","Princess Anne",600,111,8,220
"G5101530",1940,"Virginia","Prince William",815,50,19,160
"G5101550",1940,"Virginia","Pulaski",957,76,15,143
"G5101570",1940,"Virginia","Rappahannock",611,99,22,129
"G5101590",1940,"Virginia","Richmond",622,96,3,172
"G5101610",1940,"Virginia","Roanoke",1197,87,18,229
"G5101630",1940,"Virginia","Rockbridge",1456,248,10,411
"G5101650",1940,"Virginia","Rockingham",2915,272,49,648
"G5101670",1940,"Virginia","Russell",1682,229,3,926
"G5101690",1940,"Virginia","Scott",2613,302,0,959
"G5101710",1940,"Virginia","Shenandoah",1825,231,19,320
"G5101730",1940,"Virginia","Smyth",1465,139,5,477
"G5101750",1940,"Virginia","Southampton",683,114,3,1545
"G5101770",1940,"Virginia","Spotsylvania",1179,41,2,91
"G5101790",1940,"Virginia","Stafford",831,22,3,42
"G5101810",1940,"Virginia","Surry",391,117,3,270
"G5101830",1940,"Virginia","Sussex",520,147,1,568
"G5101850",1940,"Virginia","Tazewell",1234,139,3,246
"G5101870",1940,"Virginia","Warren",578,52,15,184
"G5101890",1940,"Virginia","Warwick",294,17,1,43
"G5101910",1940,"Virginia","Washington",2587,464,3,1186
"G5101930",1940,"Virginia","Westmoreland",703,128,5,274
"G5101950",1940,"Virginia","Wise",1590,99,1,650
"G5101970",1940,"Virginia","Wythe",1275,222,27,338
"G5101990",1940,"Virginia","York",347,34,1,39
"G5105100",1940,"Virginia","Alexandria City",NA,NA,NA,NA
"G5105200",1940,"Virginia","Bristol City",NA,NA,NA,NA
"G5105300",1940,"Virginia","Buena Vista City",NA,NA,NA,NA
"G5105400",1940,"Virginia","Charlottesville City",NA,NA,NA,NA
"G5105600",1940,"Virginia","Clifton Forge City",NA,NA,NA,NA
"G5105900",1940,"Virginia","Danville City",NA,NA,NA,NA
"G5106300",1940,"Virginia","Fredericksburg City",NA,NA,NA,NA
"G5106500",1940,"Virginia","Hampton City",NA,NA,NA,NA
"G5106600",1940,"Virginia","Harrisonburg City",NA,NA,NA,NA
"G5106700",1940,"Virginia","Hopewell City",NA,NA,NA,NA
"G5106800",1940,"Virginia","Lynchburg City",NA,NA,NA,NA
"G5106900",1940,"Virginia","Martinsville City",NA,NA,NA,NA
"G5107000",1940,"Virginia","Newport News City",NA,NA,NA,NA
"G5107100",1940,"Virginia","Norfolk City",NA,NA,NA,NA
"G5107300",1940,"Virginia","Petersburg City",NA,NA,NA,NA
"G5107400",1940,"Virginia","Portsmouth City",NA,NA,NA,NA
"G5107500",1940,"Virginia","Radford City",NA,NA,NA,NA
"G5107600",1940,"Virginia","Richmond City",NA,NA,NA,NA
"G5107700",1940,"Virginia","Roanoke City",NA,NA,NA,NA
"G5107805",1940,"Virginia","South Norfolk City",NA,NA,NA,NA
"G5107900",1940,"Virginia","Staunton City",NA,NA,NA,NA
"G5108000",1940,"Virginia","Suffolk City",NA,NA,NA,NA
"G5108300",1940,"Virginia","Williamsburg City",NA,NA,NA,NA
"G5108400",1940,"Virginia","Winchester City",NA,NA,NA,NA
"G5300010",1940,"Washington","Adams",153,242,16,240
"G5300030",1940,"Washington","Asotin",353,108,7,74
"G5300050",1940,"Washington","Benton",1122,247,10,294
"G5300070",1940,"Washington","Chelan",1654,118,85,222
"G5300090",1940,"Washington","Clallam",987,46,6,187
"G5300110",1940,"Washington","Clark",3495,372,16,645
"G5300130",1940,"Washington","Columbia",264,116,2,143
"G5300150",1940,"Washington","Cowlitz",1541,76,4,304
"G5300170",1940,"Washington","Douglas",604,391,30,220
"G5300190",1940,"Washington","Ferry",369,76,1,107
"G5300210",1940,"Washington","Franklin",204,96,4,59
